Date,Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip.Rate.,Precip. Accum.,UV,Solar
"April 4, 2016",5:17 AM,62.4 F,61.0 F,95 %,SW,1.6 mph,1.6 mph,30.10 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",5:28 AM,62.2 F,60.4 F,94 %,North,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",5:34 AM,62.2 F,60.3 F,93 %,North,0.0 mph,0.0 mph,30.09 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",5:40 AM,62.2 F,60.3 F,93 %,North,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",5:46 AM,62.1 F,59.7 F,92 %,North,0.0 mph,0.0 mph,30.09 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",5:52 AM,62.1 F,59.7 F,92 %,North,0.7 mph,0.7 mph,30.09 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",5:58 AM,62.1 F,59.7 F,92 %,North,0.0 mph,0.0 mph,30.09 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",6:04 AM,61.7 F,59.4 F,92 %,North,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",6:10 AM,62.1 F,59.7 F,92 %,North,0.0 mph,0.0 mph,30.10 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",6:15 AM,62.1 F,59.7 F,92 %,South,0.0 mph,0.7 mph,30.10 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",6:21 AM,62.1 F,59.7 F,92 %,SW,0.7 mph,0.7 mph,30.10 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",6:27 AM,62.2 F,59.9 F,92 %,SW,0.0 mph,0.7 mph,30.10 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 4, 2016",6:33 AM,62.1 F,59.7 F,92 %,SW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,2 w/m\xc2\xb2 
"April 4, 2016",6:39 AM,62.1 F,59.7 F,92 %,SW,0.7 mph,0.7 mph,30.11 in,0.00 in,0.00 in,0,4 w/m\xc2\xb2 
"April 4, 2016",6:45 AM,62.1 F,59.7 F,92 %,SW,0.7 mph,0.7 mph,30.11 in,0.00 in,0.00 in,0,7 w/m\xc2\xb2 
"April 4, 2016",6:51 AM,62.2 F,59.9 F,92 %,SW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,0,8 w/m\xc2\xb2 
"April 4, 2016",6:57 AM,62.2 F,59.9 F,92 %,SW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,1,14 w/m\xc2\xb2 
"April 4, 2016",7:02 AM,62.2 F,59.9 F,92 %,SW,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,1,19 w/m\xc2\xb2 
"April 4, 2016",7:14 AM,63.0 F,60.6 F,92 %,North,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,1,27 w/m\xc2\xb2 
"April 4, 2016",7:20 AM,63.5 F,61.2 F,92 %,North,0.0 mph,0.0 mph,30.11 in,0.00 in,0.00 in,1,29 w/m\xc2\xb2 
"April 4, 2016",7:26 AM,63.9 F,61.9 F,93 %,NW,0.0 mph,0.7 mph,30.12 in,0.00 in,0.00 in,1,33 w/m\xc2\xb2 
"April 4, 2016",7:32 AM,64.6 F,62.8 F,94 %,South,0.7 mph,0.7 mph,30.12 in,0.00 in,0.00 in,1,32 w/m\xc2\xb2 
"April 4, 2016",7:44 AM,66.7 F,63.7 F,90 %,SW,0.7 mph,1.6 mph,30.13 in,0.00 in,0.00 in,2,85 w/m\xc2\xb2 
"April 4, 2016",7:49 AM,69.4 F,65.1 F,86 %,South,0.7 mph,1.6 mph,30.13 in,0.00 in,0.00 in,2,119 w/m\xc2\xb2 
"April 4, 2016",7:55 AM,72.1 F,65.3 F,79 %,NW,3.1 mph,3.1 mph,30.14 in,0.00 in,0.00 in,2,150 w/m\xc2\xb2 
"April 4, 2016",8:01 AM,74.3 F,65.5 F,74 %,SE,1.6 mph,1.6 mph,30.14 in,0.00 in,0.00 in,2,176 w/m\xc2\xb2 
"April 4, 2016",8:07 AM,76.1 F,65.7 F,70 %,South,1.6 mph,1.6 mph,30.13 in,0.00 in,0.00 in,2,134 w/m\xc2\xb2 
"April 4, 2016",8:19 AM,75.7 F,65.7 F,71 %,SW,3.1 mph,3.8 mph,30.14 in,0.00 in,0.00 in,3,243 w/m\xc2\xb2 
"April 4, 2016",8:31 AM,76.3 F,65.3 F,69 %,West,2.2 mph,3.1 mph,30.14 in,0.00 in,0.00 in,3,131 w/m\xc2\xb2 
"April 4, 2016",8:36 AM,75.2 F,65.5 F,72 %,South,3.8 mph,3.8 mph,30.14 in,0.00 in,0.00 in,3,140 w/m\xc2\xb2 
"April 4, 2016",8:42 AM,74.3 F,65.8 F,75 %,SW,6.9 mph,6.9 mph,30.14 in,0.00 in,0.00 in,3,108 w/m\xc2\xb2 
"April 4, 2016",8:48 AM,73.4 F,65.7 F,77 %,SE,4.5 mph,4.5 mph,30.15 in,0.00 in,0.00 in,3,129 w/m\xc2\xb2 
"April 4, 2016",8:54 AM,73.4 F,66.2 F,78 %,South,3.8 mph,4.5 mph,30.15 in,0.00 in,0.00 in,4,167 w/m\xc2\xb2 
"April 4, 2016",9:00 AM,73.8 F,66.0 F,77 %,SW,5.4 mph,5.4 mph,30.15 in,0.00 in,0.00 in,4,173 w/m\xc2\xb2 
"April 4, 2016",9:06 AM,74.5 F,66.4 F,76 %,South,4.5 mph,4.5 mph,30.15 in,0.00 in,0.00 in,4,170 w/m\xc2\xb2 
"April 4, 2016",9:12 AM,74.3 F,65.5 F,74 %,South,8.3 mph,8.3 mph,30.15 in,0.00 in,0.00 in,4,179 w/m\xc2\xb2 
"April 4, 2016",9:18 AM,74.7 F,65.8 F,74 %,SW,6.0 mph,6.9 mph,30.15 in,0.00 in,0.00 in,4,215 w/m\xc2\xb2 
"April 4, 2016",9:23 AM,75.6 F,66.4 F,73 %,South,3.8 mph,3.8 mph,30.15 in,0.00 in,0.00 in,4,188 w/m\xc2\xb2 
"April 4, 2016",9:29 AM,75.9 F,66.2 F,72 %,South,3.1 mph,3.1 mph,30.15 in,0.00 in,0.00 in,4,212 w/m\xc2\xb2 
"April 4, 2016",9:35 AM,76.8 F,65.8 F,69 %,NNW,3.1 mph,3.8 mph,30.14 in,0.00 in,0.00 in,5,218 w/m\xc2\xb2 
"April 4, 2016",9:41 AM,77.5 F,64.8 F,65 %,South,5.4 mph,5.4 mph,30.15 in,0.00 in,0.00 in,4,190 w/m\xc2\xb2 
"April 4, 2016",9:47 AM,77.5 F,63.9 F,63 %,SW,6.0 mph,6.0 mph,30.15 in,0.00 in,0.00 in,5,279 w/m\xc2\xb2 
"April 4, 2016",9:53 AM,77.5 F,63.5 F,62 %,South,3.8 mph,3.8 mph,30.15 in,0.00 in,0.00 in,4,189 w/m\xc2\xb2 
"April 4, 2016",9:59 AM,77.4 F,63.3 F,62 %,West,3.8 mph,4.5 mph,30.15 in,0.00 in,0.00 in,4,163 w/m\xc2\xb2 
"April 4, 2016",10:05 AM,76.5 F,63.3 F,64 %,North,0.7 mph,6.9 mph,30.15 in,0.00 in,0.00 in,4,166 w/m\xc2\xb2 
"April 4, 2016",10:10 AM,76.3 F,63.7 F,65 %,South,3.8 mph,5.4 mph,30.16 in,0.00 in,0.00 in,4,162 w/m\xc2\xb2 
"April 4, 2016",10:16 AM,75.9 F,63.3 F,65 %,South,6.0 mph,6.9 mph,30.15 in,0.00 in,0.00 in,4,164 w/m\xc2\xb2 
"April 4, 2016",10:22 AM,75.9 F,63.3 F,65 %,South,5.4 mph,6.9 mph,30.15 in,0.00 in,0.00 in,4,164 w/m\xc2\xb2 
"April 4, 2016",10:28 AM,75.9 F,62.8 F,64 %,South,3.8 mph,3.8 mph,30.15 in,0.00 in,0.00 in,4,160 w/m\xc2\xb2 
"April 4, 2016",10:34 AM,76.3 F,63.7 F,65 %,South,7.6 mph,7.6 mph,30.14 in,0.00 in,0.00 in,4,174 w/m\xc2\xb2 
"April 4, 2016",10:40 AM,76.3 F,63.1 F,64 %,West,3.1 mph,3.1 mph,30.14 in,0.00 in,0.00 in,5,192 w/m\xc2\xb2 
"April 4, 2016",10:46 AM,76.8 F,62.8 F,62 %,SE,4.5 mph,4.5 mph,30.14 in,0.00 in,0.00 in,5,191 w/m\xc2\xb2 
"April 4, 2016",10:52 AM,76.8 F,62.4 F,61 %,West,6.0 mph,6.9 mph,30.14 in,0.00 in,0.00 in,5,203 w/m\xc2\xb2 
"April 4, 2016",10:57 AM,76.5 F,62.4 F,62 %,South,7.6 mph,7.6 mph,30.15 in,0.00 in,0.00 in,5,202 w/m\xc2\xb2 
"April 4, 2016",11:03 AM,76.3 F,62.2 F,62 %,SW,6.9 mph,6.9 mph,30.14 in,0.00 in,0.00 in,4,172 w/m\xc2\xb2 
"April 4, 2016",11:09 AM,76.6 F,63.1 F,63 %,NW,3.1 mph,8.3 mph,30.14 in,0.00 in,0.00 in,5,193 w/m\xc2\xb2 
"April 4, 2016",11:15 AM,76.8 F,62.8 F,62 %,SE,4.5 mph,6.9 mph,30.14 in,0.00 in,0.00 in,4,148 w/m\xc2\xb2 
"April 4, 2016",11:21 AM,76.6 F,63.1 F,63 %,South,3.8 mph,5.4 mph,30.14 in,0.00 in,0.00 in,4,163 w/m\xc2\xb2 
"April 4, 2016",11:27 AM,76.3 F,62.8 F,63 %,SW,6.9 mph,11.4 mph,30.14 in,0.00 in,0.00 in,4,141 w/m\xc2\xb2 
"April 4, 2016",11:33 AM,75.4 F,63.1 F,66 %,NE,5.4 mph,6.0 mph,30.14 in,0.00 in,0.00 in,3,113 w/m\xc2\xb2 
"April 4, 2016",11:39 AM,75.7 F,63.5 F,66 %,SE,6.0 mph,6.0 mph,30.14 in,0.00 in,0.00 in,10,502 w/m\xc2\xb2 
"April 4, 2016",11:44 AM,77.5 F,63.0 F,61 %,NW,5.4 mph,5.4 mph,30.14 in,0.00 in,0.00 in,5,209 w/m\xc2\xb2 
"April 4, 2016",11:50 AM,78.3 F,63.3 F,60 %,South,3.8 mph,6.9 mph,30.13 in,0.00 in,0.00 in,10,439 w/m\xc2\xb2 
"April 4, 2016",11:56 AM,78.6 F,63.5 F,60 %,NW,8.3 mph,8.3 mph,30.13 in,0.00 in,0.00 in,10,469 w/m\xc2\xb2 
"April 4, 2016",12:02 PM,80.1 F,63.0 F,56 %,SE,6.9 mph,8.3 mph,30.13 in,0.00 in,0.00 in,11,523 w/m\xc2\xb2 
"April 4, 2016",12:14 PM,80.2 F,62.6 F,55 %,South,3.8 mph,9.8 mph,30.13 in,0.00 in,0.00 in,7,345 w/m\xc2\xb2 
"April 4, 2016",12:20 PM,80.8 F,62.6 F,54 %,NE,6.0 mph,6.9 mph,30.12 in,0.00 in,0.00 in,7,272 w/m\xc2\xb2 
"April 4, 2016",12:26 PM,80.4 F,62.8 F,55 %,West,3.8 mph,6.9 mph,30.12 in,0.00 in,0.00 in,8,345 w/m\xc2\xb2 
"April 4, 2016",12:31 PM,80.8 F,61.5 F,52 %,SE,3.1 mph,9.8 mph,30.11 in,0.00 in,0.00 in,7,283 w/m\xc2\xb2 
"April 4, 2016",12:37 PM,81.3 F,62.6 F,53 %,West,4.5 mph,6.0 mph,30.11 in,0.00 in,0.00 in,8,393 w/m\xc2\xb2 
"April 4, 2016",12:43 PM,80.6 F,61.3 F,52 %,South,2.2 mph,7.6 mph,30.11 in,0.00 in,0.00 in,8,395 w/m\xc2\xb2 
"April 4, 2016",12:49 PM,81.1 F,62.4 F,53 %,NE,4.5 mph,6.0 mph,30.11 in,0.00 in,0.00 in,7,305 w/m\xc2\xb2 
"April 4, 2016",12:55 PM,83.1 F,63.1 F,51 %,SE,7.6 mph,7.6 mph,30.11 in,0.00 in,0.00 in,11,597 w/m\xc2\xb2 
"April 4, 2016",1:01 PM,82.8 F,63.3 F,52 %,SW,4.5 mph,4.5 mph,30.11 in,0.00 in,0.00 in,6,228 w/m\xc2\xb2 
"April 4, 2016",1:07 PM,81.7 F,62.4 F,52 %,West,8.3 mph,8.3 mph,30.11 in,0.00 in,0.00 in,9,399 w/m\xc2\xb2 
"April 4, 2016",1:13 PM,82.0 F,62.1 F,51 %,SW,7.6 mph,7.6 mph,30.10 in,0.00 in,0.00 in,10,532 w/m\xc2\xb2 
"April 4, 2016",1:18 PM,84.0 F,62.8 F,49 %,SE,3.1 mph,5.4 mph,30.09 in,0.00 in,0.00 in,11,537 w/m\xc2\xb2 
"April 4, 2016",1:24 PM,84.7 F,61.0 F,45 %,West,8.3 mph,8.3 mph,30.09 in,0.00 in,0.00 in,8,394 w/m\xc2\xb2 
"April 4, 2016",1:30 PM,84.6 F,62.1 F,47 %,West,5.4 mph,12.1 mph,30.10 in,0.00 in,0.00 in,9,449 w/m\xc2\xb2 
"April 4, 2016",1:36 PM,84.7 F,62.2 F,47 %,South,7.6 mph,9.2 mph,30.09 in,0.00 in,0.00 in,8,382 w/m\xc2\xb2 
"April 4, 2016",1:42 PM,83.8 F,60.3 F,45 %,South,7.6 mph,7.6 mph,30.09 in,0.00 in,0.00 in,6,268 w/m\xc2\xb2 
"April 4, 2016",1:48 PM,81.9 F,60.3 F,48 %,East,6.9 mph,11.4 mph,30.09 in,0.00 in,0.00 in,6,270 w/m\xc2\xb2 
"April 4, 2016",1:54 PM,81.3 F,60.3 F,49 %,SW,7.6 mph,9.2 mph,30.09 in,0.00 in,0.00 in,5,242 w/m\xc2\xb2 
"April 4, 2016",2:00 PM,81.7 F,60.1 F,48 %,South,6.9 mph,11.4 mph,30.09 in,0.00 in,0.00 in,7,341 w/m\xc2\xb2 
"April 4, 2016",2:05 PM,83.1 F,60.8 F,47 %,WNW,6.9 mph,6.9 mph,30.09 in,0.00 in,0.00 in,6,280 w/m\xc2\xb2 
"April 4, 2016",2:11 PM,82.6 F,59.7 F,46 %,South,4.5 mph,9.8 mph,30.08 in,0.00 in,0.00 in,5,246 w/m\xc2\xb2 
"April 4, 2016",2:17 PM,81.3 F,60.3 F,49 %,NE,6.9 mph,9.2 mph,30.09 in,0.00 in,0.00 in,5,204 w/m\xc2\xb2 
"April 4, 2016",2:23 PM,80.4 F,60.6 F,51 %,West,5.4 mph,6.0 mph,30.09 in,0.00 in,0.00 in,5,191 w/m\xc2\xb2 
"April 4, 2016",2:29 PM,80.2 F,61.0 F,52 %,East,9.2 mph,10.7 mph,30.09 in,0.00 in,0.00 in,7,397 w/m\xc2\xb2 
"April 4, 2016",2:35 PM,81.1 F,61.3 F,51 %,South,4.5 mph,7.6 mph,30.09 in,0.00 in,0.00 in,7,394 w/m\xc2\xb2 
"April 4, 2016",2:41 PM,82.8 F,61.7 F,49 %,SW,6.0 mph,7.6 mph,30.09 in,0.00 in,0.00 in,5,260 w/m\xc2\xb2 
"April 4, 2016",2:46 PM,80.8 F,61.0 F,51 %,SE,6.0 mph,10.7 mph,30.09 in,0.00 in,0.00 in,5,253 w/m\xc2\xb2 
"April 4, 2016",2:52 PM,81.9 F,64.0 F,55 %,South,8.3 mph,8.3 mph,30.09 in,0.00 in,0.00 in,5,303 w/m\xc2\xb2 
"April 4, 2016",2:58 PM,81.9 F,61.9 F,51 %,West,9.8 mph,9.8 mph,30.09 in,0.00 in,0.00 in,4,168 w/m\xc2\xb2 
"April 4, 2016",3:04 PM,80.1 F,63.9 F,58 %,South,9.8 mph,9.8 mph,30.09 in,0.00 in,0.00 in,4,150 w/m\xc2\xb2 
"April 4, 2016",3:10 PM,78.4 F,63.3 F,60 %,SE,3.8 mph,6.0 mph,30.09 in,0.00 in,0.00 in,4,149 w/m\xc2\xb2 
"April 4, 2016",3:16 PM,77.5 F,62.6 F,60 %,SW,5.4 mph,10.7 mph,30.09 in,0.00 in,0.00 in,3,150 w/m\xc2\xb2 
"April 4, 2016",3:22 PM,77.5 F,63.5 F,62 %,SW,6.9 mph,6.9 mph,30.09 in,0.00 in,0.00 in,3,144 w/m\xc2\xb2 
"April 4, 2016",3:28 PM,77.5 F,63.9 F,63 %,SW,4.5 mph,4.5 mph,30.09 in,0.00 in,0.00 in,3,129 w/m\xc2\xb2 
"April 4, 2016",3:33 PM,77.5 F,64.4 F,64 %,North,6.0 mph,6.0 mph,30.09 in,0.00 in,0.00 in,3,121 w/m\xc2\xb2 
"April 4, 2016",3:39 PM,77.4 F,64.8 F,65 %,NW,5.4 mph,5.4 mph,30.10 in,0.00 in,0.00 in,3,115 w/m\xc2\xb2 
"April 4, 2016",3:45 PM,76.8 F,64.9 F,67 %,SW,9.8 mph,9.8 mph,30.10 in,0.00 in,0.00 in,3,142 w/m\xc2\xb2 
"April 4, 2016",3:51 PM,76.3 F,64.9 F,68 %,SW,6.0 mph,7.6 mph,30.09 in,0.00 in,0.00 in,3,137 w/m\xc2\xb2 
"April 4, 2016",3:57 PM,76.1 F,63.9 F,66 %,SW,9.2 mph,10.7 mph,30.09 in,0.00 in,0.00 in,3,117 w/m\xc2\xb2 
"April 4, 2016",4:03 PM,76.3 F,64.6 F,67 %,South,3.8 mph,6.0 mph,30.09 in,0.00 in,0.00 in,2,124 w/m\xc2\xb2 
"April 4, 2016",4:09 PM,77.4 F,64.8 F,65 %,North,3.1 mph,4.5 mph,30.09 in,0.00 in,0.00 in,2,120 w/m\xc2\xb2 
"April 4, 2016",4:15 PM,77.2 F,64.6 F,65 %,South,1.6 mph,3.8 mph,30.09 in,0.00 in,0.00 in,2,90 w/m\xc2\xb2 
"April 4, 2016",4:20 PM,76.6 F,64.9 F,67 %,South,6.0 mph,6.0 mph,30.09 in,0.00 in,0.00 in,2,84 w/m\xc2\xb2 
"April 4, 2016",4:26 PM,75.9 F,64.2 F,67 %,SW,3.8 mph,7.6 mph,30.09 in,0.00 in,0.00 in,2,85 w/m\xc2\xb2 
"April 4, 2016",4:32 PM,75.7 F,64.8 F,69 %,SW,6.0 mph,6.0 mph,30.10 in,0.00 in,0.00 in,2,91 w/m\xc2\xb2 
"April 4, 2016",4:38 PM,75.4 F,64.9 F,70 %,NW,3.1 mph,6.9 mph,30.10 in,0.00 in,0.00 in,2,94 w/m\xc2\xb2 
"April 4, 2016",4:44 PM,76.5 F,65.5 F,69 %,NW,3.8 mph,4.5 mph,30.10 in,0.00 in,0.00 in,2,84 w/m\xc2\xb2 
"April 4, 2016",4:50 PM,76.3 F,64.0 F,66 %,South,3.8 mph,4.5 mph,30.10 in,0.00 in,0.00 in,2,69 w/m\xc2\xb2 
"April 4, 2016",4:56 PM,75.4 F,63.7 F,67 %,SW,6.0 mph,6.9 mph,30.10 in,0.00 in,0.00 in,1,50 w/m\xc2\xb2 
